"","poisonous","capShape","capSurface","capColor","bruisesTrueFalse","odor","gillAttachment","gillSpacing","gillSize","gillColor","stalkShape","stalkRoot","stalkSurfaceAboveRing","stalkSurfaceBelowRing","stalkColorAboveRing","stalkColorBelowRing","veilType","veilColor","ringNumber","ringType","sporePrintColor","population","habitat"
"183",0,"flat","fibrous","brown",0,"none","free","close","narrow","gray","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","urban"
"184",0,"convex","smooth","yellow",1,"almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","meadows"
"185",0,"flat","scaly","brown",1,"almond","free","close","broad","pink","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","black","scattered","paths"
"186",1,"convex","scaly","white",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"187",0,"bell","smooth","white",1,"anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","meadows"
"188",0,"flat","fibrous","gray",0,"none","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","urban"
"189",0,"bell","scaly","yellow",1,"anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses"
"190",0,"convex","scaly","brown",1,"almond","free","close","broad","white","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","solitary","paths"
"191",0,"convex","fibrous","white",0,"none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"192",0,"convex","smooth","white",1,"anise","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"193",0,"bell","smooth","white",1,"anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","meadows"
"194",0,"flat","smooth","yellow",1,"almond","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"195",0,"convex","smooth","yellow",1,"almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","meadows"
"196",0,"flat","fibrous","gray",0,"none","free","close","narrow","gray","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","solitary","urban"
"197",0,"bell","smooth","yellow",1,"almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"198",0,"convex","smooth","white",1,"anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","meadows"
"199",0,"convex","scaly","white",1,"anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","meadows"
"200",0,"flat","smooth","white",1,"almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"201",0,"convex","scaly","yellow",1,"anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"202",0,"bell","smooth","white",1,"anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"203",0,"convex","smooth","white",1,"almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","grasses"
"204",0,"convex","fibrous","white",0,"none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"205",0,"flat","scaly","brown",1,"anise","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","black","solitary","paths"
"206",1,"convex","smooth","white",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","urban"
"207",0,"bell","smooth","white",1,"almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses"
"208",0,"bell","smooth","white",1,"almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","meadows"
"209",0,"bell","scaly","white",1,"anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses"
"210",0,"bell","scaly","white",1,"almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","grasses"
"211",0,"convex","smooth","yellow",1,"almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"212",0,"bell","smooth","white",1,"anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows"
"213",0,"convex","fibrous","yellow",1,"almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"214",0,"convex","fibrous","gray",0,"none","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","solitary","urban"
"215",0,"flat","scaly","yellow",1,"almond","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"216",0,"bell","smooth","white",1,"anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows"
"217",0,"convex","smooth","yellow",1,"almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"218",0,"convex","scaly","yellow",1,"almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"219",0,"convex","scaly","white",1,"anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"220",0,"sunken","fibrous","gray",0,"none","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","urban"
"221",0,"convex","smooth","white",1,"almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","meadows"
"222",1,"convex","smooth","white",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"223",0,"convex","scaly","yellow",1,"almond","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"224",0,"flat","fibrous","white",1,"almond","free","crowded","narrow","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"225",0,"convex","scaly","white",1,"anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows"
"226",0,"bell","scaly","white",1,"anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"227",0,"convex","smooth","white",1,"almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses"
"228",0,"convex","smooth","yellow",1,"almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"229",1,"convex","scaly","brown",1,"pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","urban"
"230",0,"bell","smooth","yellow",1,"almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses"
"231",0,"convex","fibrous","gray",0,"none","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","solitary","urban"
"232",1,"convex","scaly","white",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","urban"
"233",0,"convex","scaly","yellow",1,"anise","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","solitary","paths"
"234",0,"flat","fibrous","brown",0,"none","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","urban"
"235",0,"bell","smooth","white",1,"anise","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses"
"236",0,"convex","fibrous","white",1,"anise","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"237",0,"convex","scaly","white",1,"anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"238",0,"bell","scaly","yellow",1,"anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses"
